line,tri,source
29,"[{'h': 'One such movie', 't': 'a talented cast', 'r': 'feature', 'c': 0.0}, {'h': 'One such movie', 't': 'Vittorio Mezzogiorno', 'r': 'feature', 'c': 0.0}, {'h': 'Alfonso Brescia', 't': 'a talented cast', 'r': 'feature', 'c': 0.0}, {'h': 'One such movie', 't': 'Paul L. Smith', 'r': 'feature', 'c': 0.0}, {'h': 'One such movie', 't': 'Bill Owen', 'r': 'feature', 'c': 0.0}, {'h': 'Alfonso Brescia', 't': 'Vittorio Mezzogiorno', 'r': 'feature', 'c': 0.0}, {'h': 'One such movie', 't': 'Roy Castle', 'r': 'feature', 'c': 0.0}, {'h': 'Alfonso Brescia', 't': 'Bill Owen', 'r': 'feature', 'c': 0.0}, {'h': 'One such movie', 't': 'Rosalind Knight', 'r': 'feature', 'c': 0.0}, {'h': 'Alfonso Brescia', 't': 'Paul L. Smith', 'r': 'feature', 'c': 0.0}, {'h': 'Alfonso Brescia', 't': 'Rosalind Knight', 'r': 'feature', 'c': 0.0}, {'h': 'Alfonso Brescia', 't': 'Roy Castle', 'r': 'feature', 'c': 0.0}, {'h': 'these actors', 't': 'the movie', 'r': 'play', 'c': 0.0}, {'h': 'these actors', 't': 'a significant role', 'r': 'play', 'c': 0.0}, {'h': 'these actors', 't': 'the success', 'r': 'play', 'c': 0.0}, {'h': 'a significant role', 't': 'multiple starring roles', 'r': 'appear', 'c': 0.0}, {'h': 'the success', 't': 'multiple starring roles', 'r': 'appear', 'c': 0.0}, {'h': 'the movie', 't': 'multiple starring roles', 'r': 'appear', 'c': 0.0}, {'h': 'Paul L. Smith', 't': 'multiple starring roles', 'r': 'appear', 'c': 0.0}, {'h': 'these actors', 't': 'multiple starring roles', 'r': 'play', 'c': 0.0}, {'h': 'these actors', 't': 'multiple starring roles', 'r': 'appear', 'c': 0.0}, {'h': 'these actors', 't': 'Paul L. Smith', 'r': 'play', 'c': 0.0}, {'h': 'Mezzogiorno', 't': 'the art form', 'r': 'see', 'c': 0.0}, {'h': 'Mezzogiorno', 't': 'the art form', 'r': 'must', 'c': 0.0}, {'h': 'The performances', 't': 'any fan', 'r': 'must', 'c': 0.0}, {'h': 'The performances', 't': 'any fan', 'r': 'see', 'c': 0.0}, {'h': 'Mezzogiorno', 't': 'any fan', 'r': 'must', 'c': 0.0}, {'h': 'Mezzogiorno', 't': 'any fan', 'r': 'see', 'c': 0.0}, {'h': 'The performances', 't': 'the art form', 'r': 'see', 'c': 0.0}, {'h': 'The performances', 't': 'the art form', 'r': 'must', 'c': 0.0}, {'h': 'Knight', 't': 'any fan', 'r': 'must', 'c': 0.0}, {'h': 'Knight', 't': 'any fan', 'r': 'see', 'c': 0.0}, {'h': 'Knight', 't': 'the art form', 'r': 'see', 'c': 0.0}, {'h': 'Knight', 't': 'the art form', 'r': 'must', 'c': 0.0}, {'h': 'Castle', 't': 'any fan', 'r': 'must', 'c': 0.0}, {'h': 'Castle', 't': 'any fan', 'r': 'see', 'c': 0.0}, {'h': 'Castle', 't': 'the art form', 'r': 'must', 'c': 0.0}, {'h': 'Castle', 't': 'the art form', 'r': 'see', 'c': 0.0}, {'h': 'this film', 't': 'any fan', 'r': 'must', 'c': 0.0}, {'h': 'this film', 't': 'the art form', 'r': 'see', 'c': 0.0}, {'h': 'this film', 't': 'any fan', 'r': 'see', 'c': 0.0}, {'h': 'this film', 't': 'the art form', 'r': 'must', 'c': 0.0}]","Captain is a movie with two writers, G. Prajesh Sen and Vairamuthu. It stars Simran in one of the main roles."
30,"[{'h': 'The movie', 't': 'Scott Storch', 'r': 'write', 'c': 0.0}, {'h': 'The movie', 't': 'the music', 'r': 'write', 'c': 0.0}, {'h': 'Scott Storch', 't': 'the band Blur', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'the music', 'r': 'feature', 'c': 0.0}, {'h': 'Scott Storch', 't': 'Mitchell Froom', 'r': 'feature', 'c': 0.0}, {'h': 'the music', 't': 'Mitchell Froom', 'r': 'produce', 'c': 0.0}, {'h': 'Scott Storch', 't': 'the music', 'r': 'feature', 'c': 0.0}, {'h': 'Scott Storch', 't': 'Mitchell Froom', 'r': 'produce', 'c': 0.0}, {'h': 'the band Blur', 't': 'Mitchell Froom', 'r': 'produce', 'c': 0.0}, {'h': '""Caramel', 't': 'Scott Storch', 'r': 'write', 'c': 0.0}, {'h': '""Caramel', 't': 'the music', 'r': 'write', 'c': 0.0}, {'h': 'The movie', 't': 'the band Blur', 'r': 'write', 'c': 0.0}, {'h': '""Caramel', 't': 'the music', 'r': 'feature', 'c': 0.0}, {'h': '""Caramel', 't': 'the band Blur', 'r': 'write', 'c': 0.0}, {'h': '""Caramel', 't': 'the band Blur', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'the band Blur', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'Mitchell Froom', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'Mitchell Froom', 'r': 'produce', 'c': 0.0}, {'h': '""Caramel', 't': 'Mitchell Froom', 'r': 'write', 'c': 0.0}, {'h': '""Caramel', 't': 'Mitchell Froom', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'Mitchell Froom', 'r': 'write', 'c': 0.0}, {'h': '""Caramel', 't': 'Mitchell Froom', 'r': 'produce', 'c': 0.0}]","The movie ""Captain Blood"" features a notable cast and crew. The screenplay was written by Casey Robinson, while the direction was under David Smith. The film stars André Bourvil, and the captivating musical score was composed by Jean-Michel Jarre."
31,"[{'h': 'Caravan', 't': 'Samson Raphaelson', 'r': 'write', 'c': 0.0}, {'h': 'a movie', 't': 'Samson Raphaelson', 'r': 'write', 'c': 0.0}, {'h': 'Caravan', 't': 'Sachin Bhowmick', 'r': 'write', 'c': 0.0}, {'h': 'a movie', 't': 'Sachin Bhowmick', 'r': 'write', 'c': 0.0}, {'h': 'The film', 't': 'Dennis Price', 'r': 'feature', 'c': 0.0}, {'h': 'The film', 't': 'its main stars', 'r': 'feature', 'c': 0.0}, {'h': 'the movie', 't': 'the artists', 'r': 'associate', 'c': 0.0}, {'h': 'the movie', 't': 'Van Morrison', 'r': 'associate', 'c': 0.0}, {'h': 'the movie', 't': 'its production', 'r': 'associate', 'c': 0.0}, {'h': 'the movie', 't': 'its production', 'r': 'involve', 'c': 0.0}, {'h': 'the artists', 't': 'its production', 'r': 'involve', 'c': 0.0}, {'h': 'Van Morrison', 't': 'its production', 'r': 'involve', 'c': 0.0}]","Captain Fracasse is a movie directed by Abel Gance, with Théophile Gautier as the writer. The cinematography for the movie was done by Jan Stallich and Marcel Grignon."
32,"[{'h': 'The movie ""Carbon', 't': 'the talented actor Benoît Magimel', 'r': 'feature', 'c': 0.0}, {'h': 'The movie ""Carbon', 't': 'Vidharth', 'r': 'feature', 'c': 0.0}, {'h': 'The movie ""Carbon', 't': 'Vidharth', 'r': 'star', 'c': 0.0}, {'h': 'the talented actor Benoît Magimel', 't': 'Vidharth', 'r': 'star', 'c': 0.0}, {'h': 'The director', 't': 'their own unique vision', 'r': 'bring', 'c': 0.0}, {'h': 'The director', 't': 'the film', 'r': 'bring', 'c': 0.0}, {'h': 'this movie', 't': 'their own unique vision', 'r': 'bring', 'c': 0.0}, {'h': 'Venu', 't': 'their own unique vision', 'r': 'bring', 'c': 0.0}, {'h': 'Venu', 't': 'the film', 'r': 'bring', 'c': 0.0}, {'h': 'this movie', 't': 'the film', 'r': 'bring', 'c': 0.0}, {'h': 'this combination', 't': 'a compelling performance', 'r': 'expect', 'c': 0.0}, {'h': 'this combination', 't': 'Magimel', 'r': 'expect', 'c': 0.0}, {'h': 'this combination', 't': 'Vidharth', 'r': 'expect', 'c': 0.0}, {'h': 'this combination', 't': 'a captivating presence', 'r': 'expect', 'c': 0.0}, {'h': 'this combination', 't': 'a distinct directorial style', 'r': 'expect', 'c': 0.0}, {'h': 'artist names', 't': 'Vidharth', 'r': 'expect', 'c': 0.0}, {'h': 'artist names', 't': 'Magimel', 'r': 'expect', 'c': 0.0}, {'h': 'artist names', 't': 'a captivating presence', 'r': 'expect', 'c': 0.0}, {'h': 'artist names', 't': 'a distinct directorial style', 'r': 'expect', 'c': 0.0}, {'h': 'artist names', 't': 'a compelling performance', 'r': 'expect', 'c': 0.0}, {'h': 'artist names', 't': 'Carbon', 'r': 'expect', 'c': 0.0}, {'h': 'artist names', 't': 'Venu', 'r': 'expect', 'c': 0.0}, {'h': 'this combination', 't': 'Venu', 'r': 'expect', 'c': 0.0}, {'h': 'this combination', 't': 'Carbon', 'r': 'expect', 'c': 0.0}, {'h': 'audiences', 't': 'a compelling performance', 'r': 'expect', 'c': 0.0}, {'h': 'audiences', 't': 'Magimel', 'r': 'expect', 'c': 0.0}, {'h': 'audiences', 't': 'a captivating presence', 'r': 'expect', 'c': 0.0}, {'h': 'audiences', 't': 'Vidharth', 'r': 'expect', 'c': 0.0}, {'h': 'audiences', 't': 'a distinct directorial style', 'r': 'expect', 'c': 0.0}, {'h': 'audiences', 't': 'Venu', 'r': 'expect', 'c': 0.0}, {'h': 'audiences', 't': 'Carbon', 'r': 'expect', 'c': 0.0}]","The movie ""Captive"" has an impressive cast including Hugo Arana, Yulia Peresild, and David Oyelowo. It was co-directed by Brillante Mendoza and Mellissa Fung, showcasing their vision and style throughout the film. Both directors brought unique perspectives to the project, creating a compelling and captivating story that keeps viewers on the edge of their seats. Overall, ""Captive"" is a must-see film for anyone interested in powerful performances and masterful directing."
34,"[{'h': 'Cargo', 't': 'Andrea Calderwood', 'r': 'produce', 'c': 0.0}, {'h': 'Cargo', 't': 'Anurag Kashyap', 'r': 'produce', 'c': 0.0}, {'h': 'a movie', 't': 'Andrea Calderwood', 'r': 'produce', 'c': 0.0}, {'h': 'a movie', 't': 'Anurag Kashyap', 'r': 'produce', 'c': 0.0}, {'h': 'The direction', 't': 'François Girard', 'r': 'handle', 'c': 0.0}, {'h': 'The direction', 't': 'the movie', 'r': 'handle', 'c': 0.0}, {'h': 'The direction', 't': 'Ron Thompson', 'r': 'star', 'c': 0.0}, {'h': 'The direction', 't': 'Ron Thompson', 'r': 'handle', 'c': 0.0}, {'h': 'François Girard', 't': 'Ron Thompson', 'r': 'star', 'c': 0.0}, {'h': 'the movie', 't': 'Ron Thompson', 'r': 'star', 'c': 0.0}, {'h': 'François Girard', 't': 'David Gulpilil', 'r': 'star', 'c': 0.0}, {'h': 'the movie', 't': 'David Gulpilil', 'r': 'star', 'c': 0.0}, {'h': 'The direction', 't': 'David Gulpilil', 'r': 'star', 'c': 0.0}, {'h': 'The direction', 't': 'David Gulpilil', 'r': 'handle', 'c': 0.0}]","In the world of cinema, there are a number of movies that are known for their standout performances and distinct directors. One such movie is directed by Alfonso Brescia and features a talented cast including Vittorio Mezzogiorno, Rosalind Knight, Bill Owen, Roy Castle, and Paul L. Smith. Each of these actors played a significant role in the success of the movie, with Paul L. Smith appearing in multiple starring roles. The performances of Mezzogiorno, Knight, and Castle were also noteworthy, making this film a must-see for any fan of the art form."
35,"[{'h': 'The film', 't': 'Emiliano Piedra', 'r': 'produce', 'c': 0.0}, {'h': 'The film', 't': 'Cecil Arthur Lewis', 'r': 'produce', 'c': 0.0}, {'h': 'The film', 't': 'Giuseppe Maria Scotese', 'r': 'produce', 'c': 0.0}, {'h': 'The film', 't': 'Paul Davidson', 'r': 'produce', 'c': 0.0}, {'h': 'The film', 't': 'Alexandre Kamenka', 'r': 'produce', 'c': 0.0}, {'h': 'The film', 't': 'Valerie Buhagiar', 'r': 'produce', 'c': 0.0}, {'h': 'The cinematography', 't': 'Ubaldo Arata', 'r': 'handle', 'c': 0.0}, {'h': 'The cinematography', 't': 'Tonino Guerra', 'r': 'handle', 'c': 0.0}, {'h': 'Ubaldo Arata', 't': 'Tonino Guerra', 'r': 'write', 'c': 0.0}, {'h': 'the screenplay', 't': 'Tonino Guerra', 'r': 'write', 'c': 0.0}, {'h': 'The cinematography', 't': 'the screenplay', 'r': 'handle', 'c': 0.0}, {'h': 'The cinematography', 't': 'Tonino Guerra', 'r': 'write', 'c': 0.0}]","The movie ""Caramel"" was written by Scott Storch, and features the music of the band Blur, produced by Mitchell Froom. The director of the movie is Nadine Labaki."
36,"[{'h': 'Carnage', 't': 'Saïd Ben Saïd', 'r': 'produce', 'c': 0.0}, {'h': 'Carnage', 't': 'Delphine Gleize', 'r': 'produce', 'c': 0.0}, {'h': 'a movie', 't': 'Delphine Gleize', 'r': 'produce', 'c': 0.0}, {'h': 'a movie', 't': 'Saïd Ben Saïd', 'r': 'produce', 'c': 0.0}, {'h': 'The movie', 't': 'Vanessa Feltz', 'r': 'star', 'c': 0.0}]","""Caravan"" is a movie that was written by Samson Raphaelson and Sachin Bhowmick. The film features Dennis Price as one of its main stars. Additionally, the movie is associated with Van Morrison, who was one of the artists involved in its production."
37,"[{'h': 'Harley Knoles', 't': 'the production', 'r': 'behind', 'c': 0.0}, {'h': 'Harley Knoles', 't': 'a producer', 'r': 'list', 'c': 0.0}, {'h': 'Harley Knoles', 't': 'a producer', 'r': 'behind', 'c': 0.0}, {'h': 'the director', 't': 'a producer', 'r': 'behind', 'c': 0.0}, {'h': 'the production', 't': 'a producer', 'r': 'list', 'c': 0.0}, {'h': 'the director', 't': 'a producer', 'r': 'list', 'c': 0.0}, {'h': 'Rob Fraboni', 't': 'a producer', 'r': 'list', 'c': 0.0}, {'h': 'the director', 't': 'Rob Fraboni', 'r': 'behind', 'c': 0.0}, {'h': 'Harley Knoles', 't': 'Rob Fraboni', 'r': 'behind', 'c': 0.0}, {'h': 'the director', 't': 'the production', 'r': 'behind', 'c': 0.0}, {'h': 'The film', 't': 'the actor', 'r': 'feature', 'c': 0.0}, {'h': 'The film', 't': 'the artist', 'r': 'feature', 'c': 0.0}, {'h': 'The film', 't': 'Yury Yakovlev', 'r': 'feature', 'c': 0.0}, {'h': 'The film', 't': 'Natalie Merchant', 'r': 'feature', 'c': 0.0}]","The movie ""Carbon"" features the talented actor Benoît Magimel and also stars Vidharth. The director of this movie is Venu, who has likely brought their own unique vision to the film. With this combination of artist names, audiences can expect a compelling performance from Magimel, a captivating presence from Vidharth and a distinct directorial style from Venu in ""Carbon""."
38,"[{'h': 'Carolina', 't': 'Alessandro Nivola', 'r': 'star', 'c': 0.0}, {'h': 'a movie', 't': 'Robert Young', 'r': 'star', 'c': 0.0}, {'h': 'Carolina', 't': 'Robert Young', 'r': 'star', 'c': 0.0}, {'h': 'a movie', 't': 'Alessandro Nivola', 'r': 'star', 'c': 0.0}]","The movie ""Careful"" had Ron Aniello as its producer and Josh Farro and Pawan Kumar as its writers."
39,"[{'h': 'the world', 't': 'a writer', 'r': 'excel', 'c': 0.0}, {'h': 'Caroline', 't': 'a writer', 'r': 'excel', 'c': 0.0}, {'h': 'a multi-talented artist', 't': 'a writer', 'r': 'excel', 'c': 0.0}, {'h': 'movies', 't': 'a writer', 'r': 'excel', 'c': 0.0}, {'h': ""Caroline's expertise"", 't': 'the movie and entertainment industry', 'r': 'undoubtedly', 'c': 0.0}, {'h': ""Caroline's expertise"", 't': 'a positive impact', 'r': 'undoubtedly', 'c': 0.0}, {'h': ""Caroline's expertise"", 't': 'the quality', 'r': 'undoubtedly', 'c': 0.0}, {'h': ""Caroline's expertise"", 't': 'the quality', 'r': 'elevate', 'c': 0.0}, {'h': ""Caroline's expertise"", 't': 'productions', 'r': 'undoubtedly', 'c': 0.0}, {'h': ""Caroline's expertise"", 't': 'productions', 'r': 'elevate', 'c': 0.0}, {'h': 'skills', 't': 'the movie and entertainment industry', 'r': 'undoubtedly', 'c': 0.0}, {'h': 'skills', 't': 'a positive impact', 'r': 'undoubtedly', 'c': 0.0}, {'h': 'a positive impact', 't': 'the quality', 'r': 'elevate', 'c': 0.0}, {'h': 'skills', 't': 'productions', 'r': 'undoubtedly', 'c': 0.0}, {'h': 'a positive impact', 't': 'productions', 'r': 'elevate', 'c': 0.0}, {'h': 'skills', 't': 'productions', 'r': 'elevate', 'c': 0.0}, {'h': 'skills', 't': 'the quality', 'r': 'undoubtedly', 'c': 0.0}, {'h': 'the movie and entertainment industry', 't': 'the quality', 'r': 'elevate', 'c': 0.0}, {'h': 'the movie and entertainment industry', 't': 'productions', 'r': 'elevate', 'c': 0.0}, {'h': 'skills', 't': 'the quality', 'r': 'elevate', 'c': 0.0}]","""Cargo is a movie that was produced by Andrea Calderwood and Anurag Kashyap. The direction was handled by François Girard and the movie stars Ron Thompson and David Gulpilil."
40,"[{'h': 'The movie ""Carousel', 't': 'talented artists', 'r': 'involve', 'c': 0.0}, {'h': 'The movie ""Carousel', 't': 'a number', 'r': 'involve', 'c': 0.0}, {'h': 'Robert Baberske', 't': 'the cinematography', 'r': 'involve', 'c': 0.0}, {'h': 'Julius Jaenzon', 't': 'the cinematography', 'r': 'involve', 'c': 0.0}, {'h': 'Julius Jaenzon', 't': 'the movie', 'r': 'involve', 'c': 0.0}, {'h': 'Robert Baberske', 't': 'the movie', 'r': 'involve', 'c': 0.0}, {'h': 'Rogét Chahayed', 't': 'the movie', 'r': 'produce', 'c': 0.0}, {'h': 'an artist', 't': 'the production', 'r': 'contribute', 'c': 0.0}, {'h': 'Melanie Martinez', 't': 'the production', 'r': 'contribute', 'c': 0.0}, {'h': 'the cast', 't': 'the production', 'r': 'contribute', 'c': 0.0}]","The movie ""Carmen"" has a star-studded cast, including Rossy de Palma, Paz Vega, Geraldine Farrar, and Theda Bara. The film was produced by Paul Davidson, Alexandre Kamenka, and Emiliano Piedra, and directed by Valerie Buhagiar, Cecil Arthur Lewis, and Giuseppe Maria Scotese. The cinematography was handled by Ubaldo Arata, and the screenplay was written by Tonino Guerra."
41,"[{'h': 'a film', 't': 'the past', 'r': 'release', 'c': 0.0}, {'h': 'Carrie', 't': 'the past', 'r': 'release', 'c': 0.0}, {'h': 'a film', 't': 'Betty Buckley', 'r': 'release', 'c': 0.0}, {'h': 'a film', 't': 'Betty Buckley', 'r': 'star', 'c': 0.0}, {'h': 'Carrie', 't': 'Betty Buckley', 'r': 'star', 'c': 0.0}, {'h': 'Carrie', 't': 'Betty Buckley', 'r': 'release', 'c': 0.0}, {'h': 'the past', 't': 'Betty Buckley', 'r': 'star', 'c': 0.0}, {'h': 'The cinematography', 't': 'A.S.C.', 'r': 'handle', 'c': 0.0}, {'h': 'The cinematography', 't': 'Victor Milner', 'r': 'handle', 'c': 0.0}, {'h': 'The cinematography', 't': 'Steve Yedlin', 'r': 'handle', 'c': 0.0}, {'h': 'addition', 't': 'Europe', 'r': 'feature', 'c': 0.0}, {'h': 'addition', 't': 'Cliff Richard', 'r': 'feature', 'c': 0.0}, {'h': 'addition', 't': 'some capacity', 'r': 'feature', 'c': 0.0}, {'h': 'these artists', 't': 'Cliff Richard', 'r': 'feature', 'c': 0.0}, {'h': 'the film', 't': 'Europe', 'r': 'feature', 'c': 0.0}, {'h': 'these artists', 't': 'Europe', 'r': 'feature', 'c': 0.0}, {'h': 'the film', 't': 'Cliff Richard', 'r': 'feature', 'c': 0.0}, {'h': 'the film', 't': 'some capacity', 'r': 'feature', 'c': 0.0}, {'h': 'these artists', 't': 'some capacity', 'r': 'feature', 'c': 0.0}]",Carnage is a movie that was produced by Saïd Ben Saïd and directed by Delphine Gleize. The movie stars Vanessa Feltz.
42,"[{'h': 'The movie', 't': 'an impressive cast', 'r': 'boast', 'c': 0.0}, {'h': 'The movie', 't': 'producers', 'r': 'carry', 'c': 0.0}, {'h': 'The movie', 't': 'Martha Wash.', 'r': 'boast', 'c': 0.0}, {'h': 'The movie', 't': 'an impressive cast', 'r': 'carry', 'c': 0.0}, {'h': 'The movie', 't': 'Martha Wash.', 'r': 'carry', 'c': 0.0}, {'h': 'The movie', 't': 'Lisa Stansfield', 'r': 'carry', 'c': 0.0}, {'h': 'The movie', 't': 'producers', 'r': 'boast', 'c': 0.0}, {'h': 'The movie', 't': 'Lisa Stansfield', 'r': 'boast', 'c': 0.0}, {'h': 'The movie', 't': 'Rita Ora', 'r': 'carry', 'c': 0.0}, {'h': 'The movie', 't': 'Rita Ora', 'r': 'boast', 'c': 0.0}, {'h': 'The movie', 't': 'artists', 'r': 'boast', 'c': 0.0}, {'h': 'The movie', 't': 'artists', 'r': 'carry', 'c': 0.0}, {'h': ""The film's music"", 't': 'Giorgio Moroder', 'r': 'produce', 'c': 0.0}, {'h': 'The lyrics', 't': 'Lydia Hayward', 'r': 'write', 'c': 0.0}, {'h': 'The lyrics', 't': 'M. Shadows', 'r': 'write', 'c': 0.0}]","The movie Carnival has a team of writers and producers, including Robert Riskin, John Sutro, and Peter Svensson. Harley Knoles is the director behind the production, and Rob Fraboni is also listed as a producer. The film features the actor Yury Yakovlev and the artist Natalie Merchant."
